AIRPORT_CODE,LATITUDE,LONGITUDE,DISPLAY_AIRPORT_NAME,STATE_NAME,STATE_CODE,COUNTRY_NAME,CITY_NAME
FAK,57.51666667,-135.21666667,False Island Airport,Alaska,AK,United States,False Island
KFP,54.84777778,-163.40722222,False Pass Airport,Alaska,AK,United States,False Pass
FWL,62.50916667,-153.89027778,Farewell Airport,Alaska,AK,United States,Farewell
BC2,50.60833333,-126.84444444,Farewell Harbour,British Columbia,BC,Canada,Berry Island
FAM,37.76111111,-90.42861111,Farmington Regional,Missouri,MO,United States,Farmington
ZFA,62.20694444,-133.37333333,Faro Airport,Yukon Territory,YT,Canada,Faro
UXE,45.03055556,-99.11277778,Faulkton Municipal,South Dakota,SD,United States,Faulkton
OH1,39.57027778,-83.42055556,Fayette County,Ohio,OH,United States,Washington Court House
FAY,34.99111111,-78.88027778,Fayetteville Regional/Grannis Field,North Carolina,NC,United States,Fayetteville
KSR,56.24444444,-160.38638889,Federal No.1,Alaska,AK,United States,Sandy River
SFF,47.68305556,-117.32277778,Felts Field,Washington,WA,United States,Spokane
FFM,46.28444444,-96.15666667,Fergus Falls Municipal-Einar Mickelson Field,Minnesota,MN,United States,Fergus Falls
FHB,30.61194444,-81.46111111,Fernandina Beach Municipal,Florida,FL,United States,Fernandina Beach
FIL,38.95805556,-112.36305556,Fillmore Municipal,Utah,UT,United States,Fillmore
FDY,41.01194444,-83.66861111,Findlay Airport,Ohio,OH,United States,Findlay
N2Y,42.88361111,-76.78111111,Finger Lakes Regional,New York,NY,United States,Seneca Falls
FIC,55.77777778,-131.5375,Fire Cove Airport,Alaska,AK,United States,Fire Cove
FQH,61.16833333,-150.16055556,Fire Island Airport,Alaska,AK,United States,Fire Island
UXO,42.55416667,-71.75888889,Fitchburg Municipal,Massachusetts,MA,United States,Fitchburg
FAQ,-14.21583333,-169.42388889,Fitiuta,U.S. Pacific Trust Territories and Possessions,TT,United States,Fitiuta Village
FMC,65.92694444,-149.84,Five Mile Camp Airport,Alaska,AK,United States,Five Mile Camp
RIR,33.98888889,-117.41,Flabob,California,CA,United States,Riverside
FL4,29.46527778,-81.20777778,Flagler Executive,Florida,FL,United States,Bunnell
FLG,35.14027778,-111.66916667,Flagstaff Pulliam,Arizona,AZ,United States,Flagstaff
FLT,62.45277778,-157.98916667,Flat Airport,Alaska,AK,United States,Flat
FXM,70.17305556,-146.85555556,Flaxman AFS,Alaska,AK,United States,Flaxman Island
CKM,34.29972222,-90.51222222,Fletcher Field,Mississippi,MS,United States,Clarksdale
YFO,54.67805556,-101.68194444,Flin Flon Airport,Manitoba,MB,Canada,Flin Flon
FQL,38.665,-88.45305556,Flora Municipal,Illinois,IL,United States,Flora
OR3,43.98277778,-124.11138889,Florence Municipal,Oregon,OR,United States,Florence
FLO,34.18527778,-79.72388889,Florence Regional,South Carolina,SC,United States,Florence
GFL,43.34111111,-73.61027778,Floyd Bennett Memorial,New York,NY,United States,Glens Falls
LJY,37.64833333,-92.6525,Floyd W Jones Lebanon,Missouri,MO,United States,Lebanon
FLU,40.77916667,-73.83277778,Flushing,New York,NY,United States,New York
FCM,44.8275,-93.45861111,Flying Cloud,Minnesota,MN,United States,Minneapolis
NJ6,39.93416667,-74.80722222,Flying W,New Jersey,NJ,United States,Lumberton
NL1,49.6575,-54.2375,Fogo Airport,Newfoundland and Labrador,NL,Canada,Fogo
FLD,43.77111111,-88.48833333,Fond Du Lac County,Wisconsin,WI,United States,Fond Du Lac
IMT,45.81833333,-88.11444444,Ford,Michigan,MI,United States,Iron Mountain/Kingsfd
FXY,43.23472222,-93.62416667,Forest City Municipal,Iowa,IA,United States,Forest City
FOB,39.47444444,-123.79555556,Fort Bragg Airport,California,CA,United States,Fort Bragg
FBR,41.39333333,-110.40583333,Fort Bridger Airport,Wyoming,WY,United States,Fort Bridger
YVP,58.10194444,-68.40666667,Fort Chimo Airport,Quebec,QC,Canada,Fort Chimo
YPY,58.7675,-111.1175,Fort Chipewyan Airport,Alberta,AB,Canada,Fort Chipewyan
FTC,40.58722222,-105.04027778,Fort Collins Airpark,Colorado,CO,United States,Fort Collins
FOD,42.55111111,-94.19194444,Fort Dodge Regional,Iowa,IA,United States,Fort Dodge
YAG,48.65444444,-93.44055556,Fort Frances Municipal,Ontario,ON,Canada,Fort Frances
FQW,53.36666667,-167.88333333,Fort Glenn Airport,Alaska,AK,United States,Fort Glenn
YGH,66.26666667,-128.65,Fort Good Hope Ice Strip,Northwest Territories,NT,Canada,Fort Good Hope
RBN,24.62861111,-82.87333333,Fort Jefferson Airport,Florida,FL,United States,Fort Jefferson
FXE,26.19722222,-80.17083333,Fort Lauderdale Executive,Florida,FL,United States,Fort Lauderdale
FLL,26.07166667,-80.14972222,Fort Lauderdale-Hollywood International,Florida,FL,United States,Fort Lauderdale
FMS,40.65916667,-91.32777778,Fort Madison Municipal,Iowa,IA,United States,Fort Madison
YMM,56.65333333,-111.22333333,Fort McMurray Airport,Alberta,AB,Canada,Fort McMurray
ZFM,67.40694444,-134.85972222,Fort McPherson Airport,Northwest Territories,NT,Canada,Fort McPherson
YYE,58.83638889,-122.59694444,Fort Nelson Airport,British Columbia,BC,Canada,Fort Nelson
ZFN,64.91666667,-125.56666667,Fort Norman Airport,Northwest Territories,NT,Canada,Fort Norman
YFR,61.18083333,-113.68972222,Fort Resolution Airport,Northwest Territories,NT,Canada,Fort Resolution
FSK,37.79833333,-94.76944444,Fort Scott Municipal,Kansas,KS,United States,Fort Scott
YER,56.01888889,-87.67611111,Fort Severn Airport,Ontario,ON,Canada,Fort Severn
YFS,61.76027778,-121.23666667,Fort Simpson Airport,Northwest Territories,NT,Canada,Fort Simpson
YSM,60.02027778,-111.96194444,Fort Smith Airport,Northwest Territories,NT,Canada,Fort Smith
FSM,35.33666667,-94.3675,Fort Smith Regional,Arkansas,AR,United States,Fort Smith
YXJ,56.23833333,-120.74027778,Fort St. John Airport,British Columbia,BC,Canada,Fort St. John
FST,30.91527778,-102.91277778,Fort Stockton Pecos County,Texas,TX,United States,Ft. Stockton
FWA,40.97833333,-85.19527778,Fort Wayne International,Indiana,IN,United States,Fort Wayne
AFW,32.99027778,-97.31944444,Fort Worth Alliance,Texas,TX,United States,Dallas/Fort Worth
FTW,32.81972222,-97.3625,Fort Worth Meacham International,Texas,TX,United States,Dallas/Fort Worth
FWH,32.76916667,-97.44166667,Fort Worth NAS JRB/Carswell Field,Texas,TX,United States,Fort Worth
FWS,32.56527778,-97.30833333,Fort Worth Spinks,Texas,TX,United States,Fort Worth
FYU,66.5725,-145.24638889,Fort Yukon Airport,Alaska,AK,United States,Fort Yukon
FTL,61.86833333,-162.06805556,Fortuna Ledge Airport,Alaska,AK,United States,Fortuna Ledge
MN1,47.59277778,-95.77361111,Fosston Municipal,Minnesota,MN,United States,Fosston
FMN,36.74138889,-108.23,Four Corners Regional,New Mexico,NM,United States,Farmington
FEW,41.13333333,-104.86722222,Francis E. Warren AFB Heliport,Wyoming,WY,United States,Cheyenne
FOK,40.84361111,-72.63166667,Francis S. Gabreski,New York,NY,United States,Westhampton
SPN,15.12027778,145.73,Francisco C. Ada Saipan International,U.S. Pacific Trust Territories and Possessions,TT,United States,Saipan
MLS,46.42805556,-105.88611111,Frank Wiley Field,Montana,MT,United States,Miles City
MI4,44.62527778,-86.20083333,Frankfort Dow Memorial Field,Michigan,MI,United States,Frankfort
FXR,40.27333333,-86.56222222,Frankfort Municipal,Indiana,IN,United States,Clinton
UOS,35.20527778,-85.89805556,Franklin County,Tennessee,TN,United States,Sewanee
VZE,57.20833333,-154.08611111,Frazer Lake Airport,Alaska,AK,United States,Frazer Lake
FDK,39.4175,-77.37444444,Frederick Municipal,Maryland,MD,United States,Frederick
FDR,34.35222222,-98.98388889,Frederick Regional,Oklahoma,OK,United States,Frederick
YFC,45.86888889,-66.53722222,Fredericton International,New Brunswick,NB,Canada,Fredericton
SER,38.92472222,-85.90833333,Freeman Municipal,Indiana,IN,United States,Seymour
MD1,38.94138889,-76.7725,Freeway,Maryland,MD,United States,Michellville
CNE,38.42861111,-105.10694444,Fremont County,Colorado,CO,United States,Canon City
FET,41.45,-96.52111111,Fremont Municipal,Nebraska,NE,United States,Fremont
F70,33.57416667,-117.12833333,French Valley,California,CA,United States,Murrieta/Temecula
FRP,57.85,-134.98333333,Fresh Water Bay Airport,Alaska,AK,United States,Fresh Water Bay
FCH,36.73222222,-119.82027778,Fresno Chandler Executive,California,CA,United States,Fresno
FAT,36.77666667,-119.71888889,Fresno Yosemite International,California,CA,United States,Fresno
FRD,48.52194444,-123.02444444,Friday Harbor Airport,Washington,WA,United States,Friday Harbor
FBS,48.5375,-123.00833333,Friday Harbor Seaplane Base,Washington,WA,United States,Friday Harbor
SUN,43.50388889,-114.29555556,Friedman Memorial,Idaho,ID,United States,Sun Valley/Hailey/Ketchum
BAL,39.17555556,-76.67138889,Friendship International,Maryland,MD,United States,Baltimore
FTG,39.78416667,-104.5375,Front Range,Colorado,CO,United States,Denver
FRR,38.9175,-78.25333333,Front Royal-Warren County,Virginia,VA,United States,Front Royal
YKU,53.82111111,-79.005,Ft. George,Quebec,QC,Canada,Fort George
FUL,33.87194444,-117.97972222,Fullerton Municipal,California,CA,United States,Fullerton
NY6,42.99805556,-74.32944444,Fulton County,New York,NY,United States,Johnstown
FTY,33.77916667,-84.52138889,Fulton County Airport-Brown Field,Georgia,GA,United States,Atlanta
FNR,58.25,-134.9,Funter Bay,Alaska,AK,United States,Funter Bay Alaska
DTH,36.46055556,-116.87972222,Furnace Creek,California,CA,United States,Death Valley
YGA,51.95416667,-68.13833333,Gagnon Airport,Quebec,QC,Canada,Gagnon
NT3,63.43527778,-109.14472222,Gahcho Kue,Northwest Territories,NT,Canada,Gahcho
T1X,33.65222222,-97.19722222,Gainesville Municipal,Texas,TX,United States,Gainesville
GNV,29.69,-82.27166667,Gainesville Regional,Florida,FL,United States,Gainesville
GBH,68.47972222,-149.49,Galbraith Lake Airport,Alaska,AK,United States,Galbraith Lake
GBG,40.93805556,-90.43111111,Galesburg Municipal,Illinois,IL,United States,Galesburg
YMF,48.89194444,-123.39166667,Galiano Island Water Aerodrome,British Columbia,BC,Canada,Galiano Island
JGL,33.58333333,-84.46666667,Galleria,Georgia,GA,United States,Atlanta
GUP,35.51111111,-108.78944444,Gallup Municipal,New Mexico,NM,United States,Gallup
GAM,63.76666667,-171.73277778,Gambell Airport,Alaska,AK,United States,Gambell
YQX,48.93694444,-54.56805556,Gander International,Newfoundland and Labrador,NL,Canada,Gander
GEK,62.97555556,-156.51333333,Ganes Creek Airport,Alaska,AK,United States,Ganes Creek
YGG,48.85,-123.5,Ganges Harbor Airport,British Columbia,BC,Canada,Ganges Harbor
FVP,39.94388889,-120.94527778,Gansner Field,California,CA,United States,Quincy
GCK,37.9275,-100.72444444,Garden City Regional,Kansas,KS,United States,Garden City
GDM,42.55,-72.01611111,Gardner Municipal,Massachusetts,MA,United States,Gardner
UVA,29.21138889,-99.74361111,Garner Field,Texas,TX,United States,Uvalde
OBT,39.58083333,-79.33583333,Garrett County,Maryland,MD,United States,Oakland
UXZ,47.65611111,-101.43666667,Garrison Municipal,North Dakota,ND,United States,Garrison
GYY,41.61722222,-87.41444444,Gary/Chicago International,Indiana,IN,United States,Gary
NC1,35.20277778,-81.15,Gastonia Municipal,North Carolina,NC,United States,Gastonia
YND,45.52166667,-75.56361111,Gatineau-Ottawa Executive,Quebec,QC,Canada,Gatineau
TN9,35.85777778,-83.52861111,Gatlinburg-Pigeon Forge,Tennessee,TN,United States,Sevierville
GLR,45.01305556,-84.70333333,Gaylord Regional,Michigan,MI,United States,Gaylord
XXO,37.14027778,-113.30611111,General Dick Stout Field,Utah,UT,United States,Hurricane
PIA,40.66416667,-89.69333333,General Downing - Peoria International,Illinois,IL,United States,Peoria
MKE,42.94694444,-87.89694444,General Mitchell International,Wisconsin,WI,United States,Milwaukee
WJF,34.74111111,-118.21861111,General William J. Fox Airfield,California,CA,United States,Lancaster
GVQ,43.03166667,-78.16972222,Genesee County,New York,NY,United States,Batavia
IAH,29.98444444,-95.34138889,George Bush Intercontinental/Houston,Texas,TX,United States,Houston
STF,33.43305556,-88.84861111,George M. Bryan,Mississippi,MS,United States,Starkville
GGE,33.31138889,-79.32027778,Georgetown County,South Carolina,SC,United States,Georgetown
GTU,30.67888889,-97.67944444,Georgetown Municipal,Texas,TX,United States,Georgetown
FQI,38.23444444,-84.43472222,Georgetown Scott County Regional,Kentucky,KY,United States,Scott
GRR,42.88083333,-85.52277778,Gerald R. Ford International,Michigan,MI,United States,Grand Rapids
YGQ,49.77861111,-86.93861111,Geraldton Greenstone Regional,Ontario,ON,Canada,Geraldton
ZGS,50.33333333,-60.66666667,Gethsemani Airport,Quebec,QC,Canada,Gethsemani
GTY,39.84138889,-77.27472222,Gettysburg Regional,Pennsylvania,PA,United States,Gettysburg
AZ6,32.96027778,-112.67361111,Gila Bend Municipal,Arizona,AZ,United States,Gila Bend
YGX,56.35777778,-94.71083333,Gillam Airport,Manitoba,MB,Canada,Gillam
SEE,32.82611111,-116.9725,Gillespie Field,California,CA,United States,San Diego
GCC,44.34888889,-105.53944444,Gillette Campbell County,Wyoming,WY,United States,Gillette
AQY,60.96888889,-149.11944444,Girdwood Airport,Alaska,AK,United States,Girdwood
KGZ,61.455,-142.38083333,Glacier Creek Airport,Alaska,AK,United States,Glacier Creek
FCA,48.31055556,-114.25611111,Glacier Park International,Montana,MT,United States,Kalispell
DQV,59.1025,-135.38222222,Glacier Point,Alaska,AK,United States,Haines
AA4,59.63333333,-151.20833333,Glacier Split,Alaska,AK,United States,Kachemak Bay
GDW,43.97055556,-84.475,Gladwin Zettel Memorial,Michigan,MI,United States,Gladwin
GLW,37.03166667,-85.95361111,Glasgow Municipal,Kentucky,KY,United States,Glasgow
CQL,39.38888889,-107.16,Glen-Aspen,Colorado,CO,United States,Carbondale
AZ3,33.52694444,-112.29527778,Glendale Municipal,Arizona,AZ,United States,Glendale
GLQ,62.11861111,-145.55,Glennallen Airport,Alaska,AK,United States,Glennallen
NBU,42.08333333,-87.81833333,Glenview NAS,Illinois,IL,United States,Glenview
GWS,39.50611111,-107.30916667,Glenwood Springs Municipal,Colorado,CO,United States,Glenwood Springs
NEA,31.25055556,-81.47611111,Glynco NAS,Georgia,GA,United States,Brunswick
NOT,38.14361111,-122.55722222,Gnoss Field,California,CA,United States,Novato
FTK,37.90722222,-85.97166667,Godman AAF,Kentucky,KY,United States,Fort Knox
IWD,46.5275,-90.13138889,Gogebic-Iron County,Michigan,MI,United States,Ironwood
GOL,42.41527778,-124.425,Gold Beach Municipal,Oregon,OR,United States,Gold Beach
AK6,64.07138889,-148.0,Gold King 2 Airport,Alaska,AK,United States,Gold King 2
AK3,64.19805556,-147.92861111,Gold King Creek,Alaska,AK,United States,Fairbanks
FVW,65.28333333,-153.0,Golden Creek Mine Airport,Alaska,AK,United States,Golden Creek Mine
GDH,59.74694444,-158.87472222,Golden Horn Lodge Seaplane Base,Alaska,AK,United States,Golden Horn Lodge
GTR,33.44833333,-88.59138889,Golden Triangle Regional,Mississippi,MS,United States,Columbus
GLV,64.55055556,-163.00722222,Golovin Airport,Alaska,AK,United States,Golovin
GNU,59.11777778,-161.57361111,Goodnews,Alaska,AK,United States,Goodnews Bay
CT6,41.44555556,-72.45555556,Goodspeed,Connecticut,CT,United States,East Haddam
GBA,61.395,-149.84166667,Goose Bay AAF,Alaska,AK,United States,Goose Bay
YYR,53.31916667,-60.42583333,Goose Bay Airport,Newfoundland and Labrador,NL,Canada,Goose Bay
NU5,65.55194444,-106.43583333,Goose Lake Airport,Nunavut Territory,NU,Canada,Goose Lake
GVE,38.15611111,-78.16583333,Gordonsville Municipal,Virginia,VA,United States,Gordonville
YZE,45.88416667,-82.56833333,Gore Bay/Manitoulin,Ontario,ON,Canada,Gore Bay
YGE,50.08333333,-124.95,Gorge Harbor Airport,British Columbia,BC,Canada,Gorge Harbor
NH2,44.39361111,-71.19805556,Gorham Airport,New Hampshire,NH,United States,Gorham
GSH,41.52638889,-85.79416667,Goshen Municipal,Indiana,IN,United States,Goshen
NE1,40.92555556,-100.14666667,Gothenburg Municipal,Nebraska,NE,United States,Gothenburg
FVX,54.91666667,-132.91666667,Grace Harbor Airport,Alaska,AK,United States,Grace Harbor
DQS,36.25638889,-113.23083333,Grand Canyon Bar Ten Airstrip,Arizona,AZ,United States,Whitmore
JGC,35.96666667,-112.13333333,Grand Canyon Heliport,Arizona,AZ,United States,Grand Canyon
GCN,35.95222222,-112.14694444,Grand Canyon National Park,Arizona,AZ,United States,Grand Canyon
1G4,35.98611111,-113.81694444,Grand Canyon West,Arizona,AZ,United States,Peach Springs
DQR,35.98611111,-113.81694444,Grand Canyon West,Arizona,AZ,United States,Peach Springs
RDR,47.96111111,-97.40111111,Grand Forks AFB,North Dakota,ND,United States,Red River
ZGF,49.01555556,-118.43055556,Grand Forks Airport,British Columbia,BC,Canada,Grand Forks
GFK,47.94722222,-97.17388889,Grand Forks International,North Dakota,ND,United States,Grand Forks
OSB,38.11055556,-92.68055556,Grand Glaize - Osage Beach,Missouri,MO,United States,Osage Beach
GJT,39.1225,-108.52666667,Grand Junction Regional,Colorado,CO,United States,Grand Junction
NRI,36.5775,-94.86194444,Grand Lake Regional,Oklahoma,OK,United States,Afton
GPM,32.69888889,-97.04694444,Grand Prairie Municipal,Texas,TX,United States,Grand Prairie
GPZ,47.21,-93.51,Grand Rapids/Itasca County-Gordon Newstrom Field,Minnesota,MN,United States,Grand Rapids
CRE,33.81166667,-78.72388889,Grand Strand,South Carolina,SC,United States,Myrtle Beach
YQU,55.18194444,-118.88722222,Grande Prairie Airport,Alberta,AB,Canada,Grande Prairie
VWZ,62.36305556,-156.97416667,Granite Creek Mine Airport,Alaska,AK,United States,Granite Creek Mine
GMT,65.40222222,-161.28138889,Granite Mountain AS,Alaska,AK,United States,Granite Mountain
XWA,60.96166667,-151.33166667,Granite Point Ndb,Alaska,AK,United States,Granite Point
PGC,38.995,-79.14583333,Grant County,West Virginia,WV,United States,Petersburg
SVC,32.63666667,-108.15638889,Grant County,New Mexico,NM,United States,Silver City/Hurley
MWH,47.20861111,-119.31916667,Grant County International,Washington,WA,United States,Moses Lake
JDA,44.40277778,-118.96777778,Grant County Regional/Ogilvie Field,Oregon,OR,United States,John Day
GNT,35.16722222,-107.90194444,Grants Milan Municipal,New Mexico,NM,United States,Grants
OR1,42.51,-123.38805556,Grants Pass Airport,Oregon,OR,United States,Grants Pass
AMN,43.32222222,-84.68805556,Gratiot Community,Michigan,MI,United States,Alma
GRF,47.07916667,-122.58083333,Gray AAF,Washington,WA,United States,Tacoma
KGX,62.89222222,-160.06638889,Grayling Airport,Alaska,AK,United States,Grayling
GBD,38.34416667,-98.85916667,Great Bend Municipal,Kansas,KS,United States,Great Bend
GTF,47.48222222,-111.37027778,Great Falls International,Montana,MT,United States,Great Falls
BGM,42.20833333,-75.97972222,Greater Binghamton/Edwin A. Link Field,New York,NY,United States,Binghamton
CBE,39.61527778,-78.76138889,Greater Cumberland Regional,Maryland,MD,United States,Cumberland
IKK,41.07138889,-87.84638889,Greater Kankakee,Illinois,IL,United States,Kankakee
